Country,State,Year,Coal Category,Coal Supplying Company Name,Coal Supplyling Sector,Coal Type,"Coal Supplied (UOM:t(Tonne)), Scaling Factor:1000000"
India,Jharkhand,"Financial Year (Apr - Mar), 2017",COAL,IISCO/SAIL,OTHER PUBLIC,COOKING,0.7
India,Jharkhand,"Financial Year (Apr - Mar), 2017",COAL,IISCO/SAIL,OTHER PUBLIC,NON-COOKING,0.56
India,Jharkhand,"Financial Year (Apr - Mar), 2017",COAL,TISCO/TSL,PRIVATE,COOKING,6.32
India,Ladakh,"Financial Year (Apr - Mar), 2017",COAL,JKML,OTHER PUBLIC,NON-COOKING,0.000218731399509665
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2017",COAL,JPVL,PRIVATE,NON-COOKING,2.8
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2017",COAL,NCL,CIL,NON-COOKING,68.04
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2017",COAL,RCCPL,PRIVATE,NON-COOKING,0.03
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2017",COAL,SECL,CIL,NON-COOKING,11.93
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2017",COAL,SPL,PRIVATE,NON-COOKING,17
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2017",COAL,WCL,CIL,COOKING,0.13
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2017",COAL,WCL,CIL,NON-COOKING,5.1
India,Maharashtra,"Financial Year (Apr - Mar), 2017",COAL,SIL,PRIVATE,NON-COOKING,0.15
India,Maharashtra,"Financial Year (Apr - Mar), 2017",COAL,WCL,CIL,NON-COOKING,40.41
India,Meghalaya,"Financial Year (Apr - Mar), 2017",COAL,MEG,PRIVATE,NON-COOKING,2.31
India,Odisha,"Financial Year (Apr - Mar), 2017",COAL,GMR,PRIVATE,NON-COOKING,0.15
India,Odisha,"Financial Year (Apr - Mar), 2017",COAL,MCL,CIL,NON-COOKING,139.21
India,Rajasthan,"Financial Year (Apr - Mar), 2017",LIGNITE,BLMCL,OTHER PUBLIC,LIGNITE,6.01
India,Rajasthan,"Financial Year (Apr - Mar), 2017",LIGNITE,NLC,OTHER PUBLIC,LIGNITE,1.41
India,Rajasthan,"Financial Year (Apr - Mar), 2017",LIGNITE,RSMML,OTHER PUBLIC,LIGNITE,0.55
India,Rajasthan,"Financial Year (Apr - Mar), 2017",LIGNITE,VSLPPL,OTHER PUBLIC,LIGNITE,0.51
India,Tamil Nadu,"Financial Year (Apr - Mar), 2017",LIGNITE,NLC,OTHER PUBLIC,LIGNITE,26.2
India,Telangana,"Financial Year (Apr - Mar), 2017",COAL,SCCL,OTHER PUBLIC,NON-COOKING,61.34
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2017",COAL,NCL,CIL,NON-COOKING,16.06
India,West Bengal,"Financial Year (Apr - Mar), 2017",COAL,BCCL,CIL,COOKING,1.82
India,West Bengal,"Financial Year (Apr - Mar), 2017",COAL,BCCL,CIL,NON-COOKING,0.33
India,West Bengal,"Financial Year (Apr - Mar), 2017",COAL,CESC,PRIVATE,NON-COOKING,1.74
India,West Bengal,"Financial Year (Apr - Mar), 2017",COAL,ECL,CIL,NON-COOKING,23.58
India,West Bengal,"Financial Year (Apr - Mar), 2017",COAL,IISCO/SAIL,OTHER PUBLIC,NON-COOKING,0.2
India,Assam,"Financial Year (Apr - Mar), 2016",COAL,NEC,OTHER PUBLIC,NON-COOKING,0.486
India,Chhattisgarh,"Financial Year (Apr - Mar), 2016",COAL,BALCO,PRIVATE,NON-COOKING,0.12
India,Chhattisgarh,"Financial Year (Apr - Mar), 2016",COAL,HIL,PRIVATE,NON-COOKING,0.069
India,Chhattisgarh,"Financial Year (Apr - Mar), 2016",COAL,RRVUNL,OTHER PUBLIC,NON-COOKING,6.21
India,Chhattisgarh,"Financial Year (Apr - Mar), 2016",COAL,SECL,CIL,COOKING,0.135
India,Chhattisgarh,"Financial Year (Apr - Mar), 2016",COAL,SECL,CIL,NON-COOKING,124.071
India,Gujarat,"Financial Year (Apr - Mar), 2016",LIGNITE,GHCL,PRIVATE,LIGNITE,0.092
India,Gujarat,"Financial Year (Apr - Mar), 2016",LIGNITE,GIPCL,OTHER PUBLIC,LIGNITE,3.063
India,Gujarat,"Financial Year (Apr - Mar), 2016",LIGNITE,GMDCL,OTHER PUBLIC,LIGNITE,6.969
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2016",COAL,JKML,OTHER PUBLIC,NON-COOKING,0.0146719029007355
India,Jharkhand,"Financial Year (Apr - Mar), 2016",COAL,BCCL,CIL,COOKING,30.653
India,Jharkhand,"Financial Year (Apr - Mar), 2016",COAL,BCCL,CIL,NON-COOKING,2.65
India,Jharkhand,"Financial Year (Apr - Mar), 2016",COAL,CCL,CIL,COOKING,20.697
India,Jharkhand,"Financial Year (Apr - Mar), 2016",COAL,CCL,CIL,NON-COOKING,40.627
India,Jharkhand,"Financial Year (Apr - Mar), 2016",COAL,DVC,OTHER PUBLIC,COOKING,0.403
India,Jharkhand,"Financial Year (Apr - Mar), 2016",COAL,ECL,CIL,COOKING,0.012
India,Jharkhand,"Financial Year (Apr - Mar), 2016",COAL,ECL,CIL,NON-COOKING,19.035
India,Jharkhand,"Financial Year (Apr - Mar), 2016",COAL,IISCO/SAIL,OTHER PUBLIC,COOKING,0.572
India,Jharkhand,"Financial Year (Apr - Mar), 2016",COAL,JSMDCL,OTHER PUBLIC,NON-COOKING,0.19
India,Jharkhand,"Financial Year (Apr - Mar), 2016",COAL,TISCO/TSL,PRIVATE,COOKING,6.225
India,Jharkhand,"Financial Year (Apr - Mar), 2016",COAL,TISCO/TSL,PRIVATE,NON-COOKING,0.003
India,Ladakh,"Financial Year (Apr - Mar), 2016",COAL,JKML,OTHER PUBLIC,NON-COOKING,0.000328097099264497
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2016",COAL,JPVL,PRIVATE,NON-COOKING,2.8
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2016",COAL,NCL,CIL,NON-COOKING,67.535
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2016",COAL,SECL,CIL,NON-COOKING,13.728
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2016",COAL,SPL,PRIVATE,NON-COOKING,17.022
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2016",COAL,WCL,CIL,COOKING,0.209
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2016",COAL,WCL,CIL,NON-COOKING,6.42
India,Maharashtra,"Financial Year (Apr - Mar), 2016",COAL,SIL,PRIVATE,NON-COOKING,0.165
India,Maharashtra,"Financial Year (Apr - Mar), 2016",COAL,WCL,CIL,NON-COOKING,38.186
India,Meghalaya,"Financial Year (Apr - Mar), 2016",COAL,MEG,PRIVATE,NON-COOKING,3.715
India,Odisha,"Financial Year (Apr - Mar), 2016",COAL,GMR,PRIVATE,NON-COOKING,0.56
India,Odisha,"Financial Year (Apr - Mar), 2016",COAL,MCL,CIL,NON-COOKING,137.901
India,Rajasthan,"Financial Year (Apr - Mar), 2016",LIGNITE,BLMCL,OTHER PUBLIC,LIGNITE,6.679
India,Rajasthan,"Financial Year (Apr - Mar), 2016",LIGNITE,RSMML,OTHER PUBLIC,LIGNITE,0.972
India,Rajasthan,"Financial Year (Apr - Mar), 2016",LIGNITE,VSLPPL,OTHER PUBLIC,LIGNITE,0.617
India,Tamil Nadu,"Financial Year (Apr - Mar), 2016",LIGNITE,NLC,OTHER PUBLIC,LIGNITE,25.451
India,Telangana,"Financial Year (Apr - Mar), 2016",COAL,SCCL,OTHER PUBLIC,NON-COOKING,70.38
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2016",COAL,NCL,CIL,NON-COOKING,12.689
India,West Bengal,"Financial Year (Apr - Mar), 2016",COAL,BCCL,CIL,COOKING,1.995
India,West Bengal,"Financial Year (Apr - Mar), 2016",COAL,BCCL,CIL,NON-COOKING,0.563
India,West Bengal,"Financial Year (Apr - Mar), 2016",COAL,CESC,PRIVATE,NON-COOKING,1.877
India,West Bengal,"Financial Year (Apr - Mar), 2016",COAL,ECL,CIL,NON-COOKING,21.161
India,West Bengal,"Financial Year (Apr - Mar), 2016",COAL,IISCO/SAIL,OTHER PUBLIC,NON-COOKING,0.155
India,Assam,"Financial Year (Apr - Mar), 2015",COAL,NEC,OTHER PUBLIC,NON-COOKING,0.779
India,Chhattisgarh,"Financial Year (Apr - Mar), 2015",COAL,JNL,PRIVATE,NON-COOKING,0.703
India,Chhattisgarh,"Financial Year (Apr - Mar), 2015",COAL,JPL,PRIVATE,NON-COOKING,6.248
India,Chhattisgarh,"Financial Year (Apr - Mar), 2015",COAL,JSPL,PRIVATE,NON-COOKING,5.989
India,Chhattisgarh,"Financial Year (Apr - Mar), 2015",COAL,MIL/MIEL,PRIVATE,NON-COOKING,1
India,Chhattisgarh,"Financial Year (Apr - Mar), 2015",COAL,PIL,PRIVATE,NON-COOKING,1
India,Chhattisgarh,"Financial Year (Apr - Mar), 2015",COAL,RRVUNL,OTHER PUBLIC,NON-COOKING,3.443
India,Chhattisgarh,"Financial Year (Apr - Mar), 2015",COAL,SECL,CIL,COOKING,0.126
India,Chhattisgarh,"Financial Year (Apr - Mar), 2015",COAL,SECL,CIL,NON-COOKING,115.066
India,Chhattisgarh,"Financial Year (Apr - Mar), 2015",COAL,SEML,PRIVATE,NON-COOKING,1.189
India,Gujarat,"Financial Year (Apr - Mar), 2015",LIGNITE,GHCL,PRIVATE,LIGNITE,0.2
India,Gujarat,"Financial Year (Apr - Mar), 2015",LIGNITE,GIPCL,OTHER PUBLIC,LIGNITE,3.404
India,Gujarat,"Financial Year (Apr - Mar), 2015",LIGNITE,GMDCL,OTHER PUBLIC,LIGNITE,8.7
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2015",COAL,JKML,OTHER PUBLIC,NON-COOKING,0.0127156491806374
India,Jharkhand,"Financial Year (Apr - Mar), 2015",COAL,BCCL,CIL,COOKING,30.194
India,Jharkhand,"Financial Year (Apr - Mar), 2015",COAL,BCCL,CIL,NON-COOKING,3.27
India,Jharkhand,"Financial Year (Apr - Mar), 2015",COAL,CCL,CIL,COOKING,19.326
India,Jharkhand,"Financial Year (Apr - Mar), 2015",COAL,CCL,CIL,NON-COOKING,36.326
India,Jharkhand,"Financial Year (Apr - Mar), 2015",COAL,DVC,OTHER PUBLIC,NON-COOKING,0.066
India,Jharkhand,"Financial Year (Apr - Mar), 2015",COAL,ECL,CIL,COOKING,0.03
India,Jharkhand,"Financial Year (Apr - Mar), 2015",COAL,ECL,CIL,NON-COOKING,19.372
India,Jharkhand,"Financial Year (Apr - Mar), 2015",COAL,ESCL,PRIVATE,COOKING,0.413
India,Jharkhand,"Financial Year (Apr - Mar), 2015",COAL,ESCL,PRIVATE,NON-COOKING,0.023
India,Jharkhand,"Financial Year (Apr - Mar), 2015",COAL,IISCO/SAIL,OTHER PUBLIC,COOKING,0.42
India,Jharkhand,"Financial Year (Apr - Mar), 2015",COAL,PANEM/PSEB,OTHER PUBLIC,NON-COOKING,3.433
India,Jharkhand,"Financial Year (Apr - Mar), 2015",COAL,SAIL,OTHER PUBLIC,COOKING,0.024
India,Jharkhand,"Financial Year (Apr - Mar), 2015",COAL,SAIL,OTHER PUBLIC,NON-COOKING,0.001
India,Jharkhand,"Financial Year (Apr - Mar), 2015",COAL,TISCO/TSL,PRIVATE,COOKING,6.028
India,Jharkhand,"Financial Year (Apr - Mar), 2015",COAL,TISCO/TSL,PRIVATE,NON-COOKING,0.016
India,Jharkhand,"Financial Year (Apr - Mar), 2015",COAL,UML,PRIVATE,NON-COOKING,0.79
India,Jharkhand,"Financial Year (Apr - Mar), 2015",COAL,WBPDCL,OTHER PUBLIC,NON-COOKING,4
India,Ladakh,"Financial Year (Apr - Mar), 2015",COAL,JKML,OTHER PUBLIC,NON-COOKING,0.000284350819362564
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2015",COAL,BLA,PRIVATE,NON-COOKING,0.3
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2015",COAL,MPSMCL,OTHER PUBLIC,NON-COOKING,1.5
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2015",COAL,NCL,CIL,NON-COOKING,57.527
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2015",COAL,SECL,CIL,NON-COOKING,13.083
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2015",COAL,SPL,PRIVATE,NON-COOKING,9.406
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2015",COAL,WCL,CIL,COOKING,0.31
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2015",COAL,WCL,CIL,NON-COOKING,5.483
India,Maharashtra,"Financial Year (Apr - Mar), 2015",COAL,BSIL,PRIVATE,NON-COOKING,0.031
India,Maharashtra,"Financial Year (Apr - Mar), 2015",COAL,KECML/KEMTA,PRIVATE,NON-COOKING,2.478
India,Maharashtra,"Financial Year (Apr - Mar), 2015",COAL,SIL,PRIVATE,NON-COOKING,0.196
India,Maharashtra,"Financial Year (Apr - Mar), 2015",COAL,TUML,PRIVATE,NON-COOKING,0.198
India,Maharashtra,"Financial Year (Apr - Mar), 2015",COAL,WCL,CIL,NON-COOKING,35.354
India,Meghalaya,"Financial Year (Apr - Mar), 2015",COAL,MEG,PRIVATE,NON-COOKING,5.732
India,Odisha,"Financial Year (Apr - Mar), 2015",COAL,HIL,PRIVATE,NON-COOKING,2.248
India,Odisha,"Financial Year (Apr - Mar), 2015",COAL,MCL,CIL,NON-COOKING,121.379
India,Rajasthan,"Financial Year (Apr - Mar), 2015",LIGNITE,BLMCL,OTHER PUBLIC,LIGNITE,7
India,Rajasthan,"Financial Year (Apr - Mar), 2015",LIGNITE,RSMML,OTHER PUBLIC,LIGNITE,1.405
India,Rajasthan,"Financial Year (Apr - Mar), 2015",LIGNITE,VSLPPL,OTHER PUBLIC,LIGNITE,1.005
India,Tamil Nadu,"Financial Year (Apr - Mar), 2015",LIGNITE,NLC,OTHER PUBLIC,LIGNITE,26.543
India,Telangana,"Financial Year (Apr - Mar), 2015",COAL,SCCL,OTHER PUBLIC,NON-COOKING,52.536
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2015",COAL,NCL,CIL,NON-COOKING,14.957
India,West Bengal,"Financial Year (Apr - Mar), 2015",COAL,BCCL,CIL,COOKING,0.576
India,West Bengal,"Financial Year (Apr - Mar), 2015",COAL,BCCL,CIL,NON-COOKING,0.472
India,West Bengal,"Financial Year (Apr - Mar), 2015",COAL,DVC EMTA,OTHER PUBLIC,NON-COOKING,1.001
India,West Bengal,"Financial Year (Apr - Mar), 2015",COAL,ECL,CIL,COOKING,0.004
India,West Bengal,"Financial Year (Apr - Mar), 2015",COAL,ECL,CIL,NON-COOKING,20.6
India,West Bengal,"Financial Year (Apr - Mar), 2015",COAL,ICML,PRIVATE,NON-COOKING,3.492
India,West Bengal,"Financial Year (Apr - Mar), 2015",COAL,IISCO/SAIL,OTHER PUBLIC,NON-COOKING,0.206
India,West Bengal,"Financial Year (Apr - Mar), 2015",COAL,SOVA,PRIVATE,NON-COOKING,0.4
India,West Bengal,"Financial Year (Apr - Mar), 2015",COAL,WBMDTCL,OTHER PUBLIC,NON-COOKING,1.042
India,West Bengal,"Financial Year (Apr - Mar), 2015",COAL,WBPDCL,OTHER PUBLIC,NON-COOKING,2.221
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2014",COAL,SCCL,OTHER PUBLIC,NON-COOKING,29.5824524206842
India,Assam,"Financial Year (Apr - Mar), 2014",COAL,NEC,OTHER PUBLIC,NON-COOKING,0.664
India,Chhattisgarh,"Financial Year (Apr - Mar), 2014",COAL,JNL,PRIVATE,NON-COOKING,0.446
India,Chhattisgarh,"Financial Year (Apr - Mar), 2014",COAL,JPL,PRIVATE,NON-COOKING,6.226
India,Chhattisgarh,"Financial Year (Apr - Mar), 2014",COAL,JSPL,PRIVATE,NON-COOKING,5.999
India,Chhattisgarh,"Financial Year (Apr - Mar), 2014",COAL,MIL/MIEL,PRIVATE,NON-COOKING,0.919
India,Chhattisgarh,"Financial Year (Apr - Mar), 2014",COAL,PIL,PRIVATE,NON-COOKING,1
India,Chhattisgarh,"Financial Year (Apr - Mar), 2014",COAL,RRVUNL,OTHER PUBLIC,NON-COOKING,1.197
India,Chhattisgarh,"Financial Year (Apr - Mar), 2014",COAL,SECL,CIL,COOKING,0.125
India,Chhattisgarh,"Financial Year (Apr - Mar), 2014",COAL,SECL,CIL,NON-COOKING,110.018
India,Chhattisgarh,"Financial Year (Apr - Mar), 2014",COAL,SEML,PRIVATE,NON-COOKING,1.165
India,Gujarat,"Financial Year (Apr - Mar), 2014",LIGNITE,GHCL,PRIVATE,LIGNITE,0.19
India,Gujarat,"Financial Year (Apr - Mar), 2014",LIGNITE,GIPCL,OTHER PUBLIC,LIGNITE,3.006
India,Gujarat,"Financial Year (Apr - Mar), 2014",LIGNITE,GMDCL,OTHER PUBLIC,LIGNITE,8.398
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2014",COAL,JKML,OTHER PUBLIC,NON-COOKING,0.0185844103409316
India,Jharkhand,"Financial Year (Apr - Mar), 2014",COAL,BCCL,CIL,COOKING,28.709
India,Jharkhand,"Financial Year (Apr - Mar), 2014",COAL,BCCL,CIL,NON-COOKING,2.356
India,Jharkhand,"Financial Year (Apr - Mar), 2014",COAL,CCL,CIL,COOKING,18.441
India,Jharkhand,"Financial Year (Apr - Mar), 2014",COAL,CCL,CIL,NON-COOKING,31.581
India,Jharkhand,"Financial Year (Apr - Mar), 2014",COAL,DVC,OTHER PUBLIC,NON-COOKING,0.054
India,Jharkhand,"Financial Year (Apr - Mar), 2014",COAL,ECL,CIL,COOKING,0.038
India,Jharkhand,"Financial Year (Apr - Mar), 2014",COAL,ECL,CIL,NON-COOKING,17.133
India,Jharkhand,"Financial Year (Apr - Mar), 2014",COAL,ESCL,PRIVATE,COOKING,0.41
India,Jharkhand,"Financial Year (Apr - Mar), 2014",COAL,ESCL,PRIVATE,NON-COOKING,0.051
India,Jharkhand,"Financial Year (Apr - Mar), 2014",COAL,IISCO/SAIL,OTHER PUBLIC,COOKING,0.541
India,Jharkhand,"Financial Year (Apr - Mar), 2014",COAL,PANEM/PSEB,OTHER PUBLIC,NON-COOKING,5.879
India,Jharkhand,"Financial Year (Apr - Mar), 2014",COAL,SAIL,OTHER PUBLIC,COOKING,0.044
India,Jharkhand,"Financial Year (Apr - Mar), 2014",COAL,SAIL,OTHER PUBLIC,NON-COOKING,0.025
India,Jharkhand,"Financial Year (Apr - Mar), 2014",COAL,TISCO/TSL,PRIVATE,COOKING,6.905
India,Jharkhand,"Financial Year (Apr - Mar), 2014",COAL,TISCO/TSL,PRIVATE,NON-COOKING,0.067
India,Jharkhand,"Financial Year (Apr - Mar), 2014",COAL,UML,PRIVATE,NON-COOKING,0.762
India,Jharkhand,"Financial Year (Apr - Mar), 2014",COAL,WBPDCL,OTHER PUBLIC,NON-COOKING,0.095
India,Ladakh,"Financial Year (Apr - Mar), 2014",COAL,JKML,OTHER PUBLIC,NON-COOKING,0.000415589659068363
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2014",COAL,BLA,PRIVATE,NON-COOKING,0.3
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2014",COAL,MPSMCL,OTHER PUBLIC,NON-COOKING,0.005
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2014",COAL,NCL,CIL,NON-COOKING,53.918
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2014",COAL,SECL,CIL,NON-COOKING,14.118
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2014",COAL,SPL,PRIVATE,NON-COOKING,1.695
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2014",COAL,WCL,CIL,COOKING,0.249
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2014",COAL,WCL,CIL,NON-COOKING,5.305
India,Maharashtra,"Financial Year (Apr - Mar), 2014",COAL,BSIL,PRIVATE,NON-COOKING,0.081
India,Maharashtra,"Financial Year (Apr - Mar), 2014",COAL,KECML/KEMTA,PRIVATE,NON-COOKING,2.502
India,Maharashtra,"Financial Year (Apr - Mar), 2014",COAL,SIL,PRIVATE,NON-COOKING,0.148
India,Maharashtra,"Financial Year (Apr - Mar), 2014",COAL,TUML,PRIVATE,NON-COOKING,0.317
India,Maharashtra,"Financial Year (Apr - Mar), 2014",COAL,WCL,CIL,NON-COOKING,34.175
India,Meghalaya,"Financial Year (Apr - Mar), 2014",COAL,MEG,PRIVATE,NON-COOKING,5.732
India,Odisha,"Financial Year (Apr - Mar), 2014",COAL,HIL,PRIVATE,NON-COOKING,2.478
India,Odisha,"Financial Year (Apr - Mar), 2014",COAL,MCL,CIL,NON-COOKING,110.439
India,Rajasthan,"Financial Year (Apr - Mar), 2014",LIGNITE,BLMCL,OTHER PUBLIC,LIGNITE,3.75
India,Rajasthan,"Financial Year (Apr - Mar), 2014",LIGNITE,RSMML,OTHER PUBLIC,LIGNITE,1.428
India,Rajasthan,"Financial Year (Apr - Mar), 2014",LIGNITE,VSLPPL,OTHER PUBLIC,LIGNITE,0.89
India,Tamil Nadu,"Financial Year (Apr - Mar), 2014",LIGNITE,NLC,OTHER PUBLIC,LIGNITE,26.609
India,Telangana,"Financial Year (Apr - Mar), 2014",COAL,SCCL,OTHER PUBLIC,NON-COOKING,20.8865475793158
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2014",COAL,NCL,CIL,NON-COOKING,14.721
India,West Bengal,"Financial Year (Apr - Mar), 2014",COAL,BCCL,CIL,COOKING,1.346
India,West Bengal,"Financial Year (Apr - Mar), 2014",COAL,BCCL,CIL,NON-COOKING,0.201
India,West Bengal,"Financial Year (Apr - Mar), 2014",COAL,DVC EMTA,OTHER PUBLIC,NON-COOKING,1.519
India,West Bengal,"Financial Year (Apr - Mar), 2014",COAL,ECL,CIL,COOKING,0.01
India,West Bengal,"Financial Year (Apr - Mar), 2014",COAL,ECL,CIL,NON-COOKING,18.866
India,West Bengal,"Financial Year (Apr - Mar), 2014",COAL,ICML,PRIVATE,NON-COOKING,2.708
India,West Bengal,"Financial Year (Apr - Mar), 2014",COAL,IISCO/SAIL,OTHER PUBLIC,NON-COOKING,0.081
India,West Bengal,"Financial Year (Apr - Mar), 2014",COAL,SOVA,PRIVATE,NON-COOKING,0.276
India,West Bengal,"Financial Year (Apr - Mar), 2014",COAL,WBMDTCL,OTHER PUBLIC,NON-COOKING,0.726
India,West Bengal,"Financial Year (Apr - Mar), 2014",COAL,WBPDCL,OTHER PUBLIC,NON-COOKING,2.511
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2013",COAL,SCCL,OTHER PUBLIC,NON-COOKING,31.1773691623807
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2013",COAL,APMDTCL,OTHER PUBLIC,NON-COOKING,0.073
India,Assam,"Financial Year (Apr - Mar), 2013",COAL,NEC,OTHER PUBLIC,NON-COOKING,0.605
India,Chhattisgarh,"Financial Year (Apr - Mar), 2013",COAL,JNL,PRIVATE,NON-COOKING,0.48
India,Chhattisgarh,"Financial Year (Apr - Mar), 2013",COAL,JPL,PRIVATE,NON-COOKING,5.25
India,Chhattisgarh,"Financial Year (Apr - Mar), 2013",COAL,JSPL,PRIVATE,NON-COOKING,5.999
India,Chhattisgarh,"Financial Year (Apr - Mar), 2013",COAL,MIL/MIEL,PRIVATE,NON-COOKING,0.795
India,Chhattisgarh,"Financial Year (Apr - Mar), 2013",COAL,PIL,PRIVATE,NON-COOKING,1
